Ranking,Freq.,Characters,Syllable,Words(Explanation) / Remarks
162,15931,條,tiu4,"條子, 條目, 便條, 條令, 條件, 條約, 條陳, 條款, 條理, 條貫, 條幅, 條暢, 條分縷析, 條件反射, 木條, 戒條"
162,15931,條,tiu5,「條tiu4」的異讀字
163,15812,只,zek3,量詞
163,15812,只,zi2,"只有, 只好, 只怕, 只是, 只道, 只管, 只顧, 不只"
164,15708,結,git3,"結交, 結合, 結束, 結伴, 結果, 結怨, 結納, 結婚, 結晶"
164,15708,結,lit3,「結git3」的異讀字
165,15660,解,gaai2,"解乏, 解決, 解放, 解剖, 解凍, 解除, 解救, 解脫, 解詁, 解散, 解圍, 解釋, 解甲歸田, 解衣推食, 解弦更張, 瓦解"
165,15660,解,gaai3,"解差, 解送, 押解"
165,15660,解,haai5,「解haai6」的異讀字
165,15660,解,haai6,解縣(山西省舊縣)姓氏
166,15535,問,man6,"問題, 問卷調查, 問卷, 問世, 問到, 問候, 問津, 問道, 問好, 問鼎, 問心無愧, 問話, 問答, 問起, 問號, 問出, 問訊, 問案, 問安, 問答題, 問罪, 問倒, 問斬, 問心, 問供, 問上, 問住"
167,15534,意,ji3,"意見, 願意, 意氣風發, 意願, 意思, 意志, 意外, 意中人, 主意, 民意, 滿意, 介意, 得意, 大意, 不隨意肌, 意識形態, 意氣用事, 意猶未盡, 意興闌珊, 意想不到"
168,15418,建,gin3,"建設, 建議, 建築, 建功, 建樹, 建制, 建樹, 構建"
169,15345,月,jyut6,"月薪, 月刊, 月光, 月亮, 月桂, 明月"
170,15339,公,gung1,"公司, 公開, 公園, 公平, 公路, 公民, 公正"
171,15279,無,mo4,南無
171,15279,無,mou4,"無奈, 有無, 無可厚非, 無線電, 無法, 無論, 無疑, 無關, 無意, 無數, 無辜, 無限, 無聊, 無條件, 無故, 無需, 無須, 無非, 無期徒刑, 無論如何, 無可奈何, 無所適從, 無利可圖"
172,15119,軍,gwan1,"軍隊, 軍火, 軍械, 敵軍"
173,15095,很,han2,"很是, 很好"
174,15039,情,cing4,"情感, 事情, 情有獨鍾, 愛情, 情勢, 情緒, 情節, 情境, 情況, 情投意合, 情同手足, 情不自禁"
175,14965,者,ze2,"記者, 使者, 目擊者"
176,14712,最,zeoi3,"最近, 最後, 最佳, 最好, 最少, 最後通牒"
177,14689,立,laap6,「立lap6」的異讀字
177,14689,立,lap6,"立正, 立冬, 立志, 立定, 立法, 立言, 立春, 立秋, 立嗣, 立論, 立體聲, 立地書廚, 立身處世, 立竿見影, 自立, 訂立, 安身立命, 坐立不安"
178,14688,代,doi6,"代替, 年代, 代罪羔羊, 代數, 代價, 代表, 代勞, 代理, 代課, 代銷, 代步, 代碼, 代溝, 代用品, 代表作, 代議政制, 時代, 新陳代謝, 風華絕代, 改朝換代, 越俎代庖"
179,14661,想,soeng2,"想像, 思想, 心想事成, 想法, 想念, 推想, 構想, 聯想, 感想, 幻想, 夢想, 遐想, 理想, 冥想, 空想, 朝思暮想, 胡思亂想, 想入非非"
180,14565,已,ji5,"已經, 已然, 已往"
181,14562,通,tung1,"通訊, 靈通, 通宵達旦, 通過, 通知, 通常, 通行, 通緝, 通車, 通信, 通盤, 通航, 通往, 通貨膨脹, 通路, 通報, 通關, 通話, 通霄, 通道, 通用, 通風, 通令, 通告, 通俗, 通勤, 通貨, 通訊社, 通明, 通融, 通通, 通商, 通力合作, 通則, 通性, 通婚, 通稱, 通電, 通病, 通譯, 通風報信, 通紅, 通行無阻, 通姦, 通事, 通化, 通天, 通人, 通宵, 通體, 通學, 通力, 通暢, 通才, 通運, 通說, 通鑑, 通達, 通郵, 通例, 通牒"
182,14437,提,tai4,"手提, 提倡, 提議"
182,14437,提,si4,姓氏
183,14240,直,zik6,"直接, 直到, 直昇機, 直線, 直徑, 直撥, 直覺, 直屬, 直通, 直達, 直落, 直立, 直言, 直角, 直隸, 直話直說"
184,14110,題,tai4,"題材, 題目, 題字, 題名, 題詞, 題簽, 題解, 題款"
185,14095,黨,dong2,"黨部, 黨員, 黨內, 黨籍, 黨政, 黨派, 黨務, 黨羽, 黨證, 黨委, 黨法, 黨義, 黨徽"
185,14095,黨,tong2,(1)通「儻」字 (2)通「讜」字
186,14070,程,cing4,"程序, 程度, 程式, 課程, 過程, 起程姓氏"
187,14038,展,zin2,"展示, 展覽, 展開, 展望, 展出"
188,13902,五,ng5,"五代, 五倫"
189,13899,果,gwo2,"果實, 成果, 果斷, 果決, 果凍, 果敢, 果脯, 果報, 果腹, 效果, 結果"
189,13899,果,gu2,「果gwo2」的異讀字
190,13744,料,liu2,「料liu6」的異讀字
190,13744,料,liu6,"材料, 資料, 料想, 料中, 料到, 料定"
191,13709,象,zoeng6,"象徵, 氣象萬千, 瞎子摸象, 象棋, 象限, 象牙塔, 象形文字, 表象, 現象, 圖象, 對象, 印象, 險象環生"
192,13617,員,wan4,增益
192,13617,員,wan6,姓氏
192,13617,員,jyun4,"員工, 成員, 員外, 幅員, 會員, 演員, 團員"
193,13612,革,gaak3,"革命, 革新, 革職, 革囊, 革故鼎新, 皮革, 改革, 變革"
193,13612,革,gaap3,「革gaak3」的異讀字
193,13612,革,gik1,病革急
194,13535,位,wai2,「位wai6」的異讀字
194,13535,位,wai6,"位置, 位子, 地位, 位居, 位居要津, 位極人臣"
195,13449,入,jap6,"入境, 加入, 出入, 入口, 列入, 放入"
196,13407,常,soeng4,"常會, 常常, 常見, 常識, 常態, 常設, 常人, 常規, 常備, 常數"
197,13401,文,man1,(1)「文man4」的異讀字 (2)在粵語中用作貨幣單位，即「圓」
197,13401,文,man4,"文明, 天文, 文質彬彬, 文化, 文章, 文件, 文字, 文才, 文采, 文具, 文風, 文書, 文豪, 文憑, 文學, 文藝, 文獻, 語文, 不值一文"
197,13401,文,man6,文過飾非
198,13328,總,zung2,"總會, 總理, 總裁, 總計, 總數, 總部, 總務, 總和, 總管, 總匯"
199,13301,次,ci1,次且(趑趄)
199,13301,次,ci3,"次序, 班次, 鱗次櫛比, 次貨, 人次, 主次, 目次, 漸次, 屢次三番"
199,13301,次,zi1,「次ci1」的異讀字
200,13263,品,ban2,"品質, 品種, 品嚐, 品性, 品評, 品學兼優"
201,13253,式,sik1,"式微, 形式, 各式各樣, 方程式, 公式, 儀式, 格式, 模式, 方式, 等式, 電腦程式"
202,13160,活,kut3,活活(流水聲)
202,13160,活,wut6,"生活, 活力, 快活, 天真活潑, 苟活, 幹活, 活動"
203,13075,設,cit3,"設計, 設備, 設立, 設置, 設施, 設想, 設身處地"
204,13071,及,gap6,「及kap6」的異讀字
204,13071,及,kap6,"及格, 普及, 推己及人, 及時, 及肩, 及門, 及冠, 及笄, 及鋒而試"
205,13018,管,gun2,"管理, 管制, 管轄, 管教, 管束, 管絃"
206,12997,特,dak6,"特別, 特殊, 特色, 特權, 特徵, 特點"
207,12992,件,gin6,"事件, 案件, 信件, 函件, 文件, 稿件, 證件, 條件, 物件, 零件, 機件, 軟件"
208,12924,求,kau4,"求助, 求援, 求救, 求學, 求證, 求情, 求饒, 求婚, 求變, 求和, 求教, 求助無門, 求之不得"
209,12882,老,lou5,"老師, 老闆, 老婆, 老少, 老伯, 老爺"
210,12823,頭,tau4,"頭顱, 鋤頭, 頭頭是道, 頭髮, 頭巾, 頭腦, 頭緒, 頭領, 頭獎, 額頭, 布頭, 銜頭, 捕頭, 彩頭, 頭條新聞, 百尺竿頭, 白頭偕老, 抱頭痛哭, 豹頭環眼, 頭昏眼花, 頭昏腦脹"
211,12619,基,gei1,"基金, 基本, 基於, 基礎, 基層, 基地, 基準, 基業"
212,12554,資,zi1,"資產, 工資, 排資論輩, 資訊, 資料, 資金, 資源, 資格, 資深, 資政, 資助, 資質, 物資, 天資, 投資, 年資, 資本主義, 勞資糾紛"
213,12480,邊,bin1,"旁邊, 邊境, 邊界, 邊緣"
214,12369,流,lau4,"流動, 河流, 顛沛流離, 流行, 流水, 流失, 流氓, 風流, 漂流"
215,12364,路,lou6,"路線, 路段, 路燈, 路途, 路障"
216,12311,級,kap1,"級別, 階級, 幾何級數, 首級, 等級"
217,12267,少,siu2,"少候, 少許, 少頃, 少量, 少禮, 少安無躁, 少見多怪, 多少, 缺少, 稀少"
217,12267,少,siu3,"少年, 少壯, 少校, 少將, 少小無猜, 少不更事, 老少, 闊少"
218,12196,圖,tou4,"圖書, 圖片, 圖形, 貪圖, 地圖"
219,12193,山,saan1,"山嶺, 爬山, 山明水秀, 山區, 山路, 山巒, 山崗, 山脈, 山崩, 山歌, 山水畫, 山光水色, 山窮水盡, 排山倒海, 冰山一角, 逼上梁山"
220,12143,統,tung2,"統一, 統計, 統治, 統籌, 統領, 統帥, 統稱, 統御, 統率, 統轄"
221,12115,接,zip3,"接受, 接獲, 接觸, 接近, 接著, 接到, 接任, 接待, 接見, 接收, 接洽, 接管, 接掌, 接連, 接納, 接力, 接替, 接應, 接送, 接駁, 接辦, 接棒, 接續, 接通, 接二連三, 接頭, 接班, 接運, 接客, 接觸到, 接種, 接地, 接踵而至, 接線, 接踵而來, 接上, 接縫, 接合, 接走, 接濟, 接引, 接生, 接口, 接來, 接壤, 接連不斷, 接受者, 接踵, 接吻, 接枝, 接殺, 接境, 接物"
222,12083,知,zi1,"知覺, 通知, 知人善任, 知己, 知心, 知名, 知交, 知足, 知音, 知悉, 知遇, 知會, 知道, 知識, 知府, 知縣, 告知, 求知, 無知, 知白守黑"
222,12083,知,zi3,同「智」字，用於「知識」一詞
223,12013,較,gaau3,"較量, 比較, 計較, 錙銖必較"
223,12013,較,gok3,較力
224,11972,將,coeng1,(1)請求 (2)願望
224,11972,將,zoeng1,"將軍, 將來, 將功贖罪, 將計就計"
224,11972,將,zoeng3,"將帥, 麻將牌, 干將莫邪, 激將法, 將領, 點將, 兵來將擋, 過關斬將, 調兵遣將"
225,11963,組,zou2,"組織, 組成, 組合, 組件"
226,11962,見,gin3,"見外, 見效, 見習, 見解, 見聞, 見機, 見證, 見識, 見仁見智, 見異思遷, 見義勇為, 見微知著, 見獵心喜, 主見, 看見, 遠見, 真知灼見"
226,11962,見,jin6,見龍在田
227,11920,計,gai3,"計畫, 計算, 計較, 計數, 估計, 計謀"
227,11920,計,gei3,「計gai3」的異讀字
228,11902,別,bit3,別扭(同彆扭)
228,11902,別,bit6,"別人, 別墅, 別緻, 別號, 別離, 別名"
229,11893,她,taa1,女性第三人稱代詞
229,11893,她,ji1,「她taa1」的異讀字
230,11757,手,sau2,"手槍, 手續, 手段, 手法, 手術, 手指, 手掌"
231,11737,角,gok3,"角力, 角色, 角落, 角逐, 主角, 牛角, 菱角"
231,11737,角,luk6,角里
232,11708,期,gei1,"期月, 期年, 期頤"
232,11708,期,kei4,"期刊, 期求, 期限, 期盼, 期待, 期許, 期望, 期票, 期貨, 期期艾艾"
233,11698,根,gan1,"根據, 樹根, 根深蒂固, 根本, 根苗, 根柢, 根基, 根究, 根莖, 根絕, 根器, 根源, 根除, 病根, 命根, 劣根性, 平方根, 盤根錯節, 老樹盤根, 六根清淨, 連根拔起, 落地生根, 落葉歸根"
234,11693,論,leon4,在詩文中為平仄所限時的讀音，據《粵正》
234,11693,論,leon6,"論文, 論列, 論交, 論旨, 論述, 論理, 論著, 論說, 論敵, 論調, 論壇, 論據, 論戰, 論點, 論題, 論斷, 論證, 論難, 論辯, 討論, 結論"
235,11675,運,wan6,"運動, 運用, 運輸, 運算, 命運"
236,11623,農,nung4,"農民, 務農, 農曆, 佃農, 農作物"
237,11520,指,zi2,"指示, 戒指, 瞭如指掌, 指甲, 指紋, 指證, 指控, 指稱, 指責, 指揮, 指導, 指派, 指斥, 指標, 指數, 指望, 髮指, 千夫所指, 指手劃腳, 彈指之間"
238,11456,幾,gei1,"幾乎, 庶幾, 幾微"
238,11456,幾,gei2,"幾多, 幾何, 寥寥無幾, 幾許"
239,11430,九,gau2,"九洲, 九死一生, 九霄雲外, 九牛一毛, 九泉之下"
240,11409,區,au1,姓氏
240,11409,區,ngau1,「區au1」的異讀字
240,11409,區,keoi1,"區域, 區分, 區別"
241,11329,強,goeng6,倔強
241,11329,強,koeng3,「強goeng6」的異讀字
241,11329,強,koeng4,"強硬, 富強, 強弩之末, 強人, 強大, 強化, 強攻, 強者, 強固, 強勁, 強烈, 強盜, 強盛, 強項, 強調, 強權"
241,11329,強,koeng5,"強求, 勉強, 強顏歡笑, 強迫, 強辯, 強出頭, 強人所難, 強詞奪理"
242,11326,放,fong2,(1)仿效 (2)依據 (3)到達
242,11326,放,fong3,"放鬆, 解放, 放虎歸山, 放聲大哭, 放映, 放心, 放牧, 放寬, 放置, 放開, 放學, 放假, 放任, 放肆, 放縱, 放棄, 放逐, 流放, 釋放, 放大鏡, 放射線, 放風箏"
243,11323,決,hyut3,迅疾急速的樣子
243,11323,決,kyut3,"決策, 解決, 一決雌雄, 決定, 決心, 決議, 決賽, 決戰, 決鬥, 決斷, 決絕, 處決, 斬立決, 懸而未決"
244,11322,西,sai1,"西方, 西面, 西瓜, 西湖, 西裝, 西元, 西域, 西風, 西天"
245,11311,被,bei6,"被告, 被害, 被動"
245,11311,被,pei1,同「披」字
245,11311,被,pei5,棉被
246,11181,做,zou6,"做法, 做到, 做成, 做人, 做夢"
247,11131,必,bit1,"必須, 必需品, 必恭必敬, 必要, 必然, 必定, 必備, 必得, 必修, 必罰, 必要條件"
248,11040,戰,zin3,"戰爭, 戰火, 戰鬥, 戰局, 戰術"
249,10988,先,sin1,"先生, 先民, 先考, 先妣, 先知, 先哲, 先烈, 先進, 先鋒, 先驅, 先入為主, 先見之明, 先斬後奏, 先發制人, 先睹為快, 先聲奪人"
249,10988,先,sin3,「先sin1」的異讀字
250,10885,則,zak1,"法則, 規則, 以身作則"
251,10797,任,jam4,姓氏
251,10797,任,jam6,"任何, 任用, 任免, 任性, 任命, 任俠, 任教, 任期, 任意, 任職, 任人唯賢, 任重道遠, 放任, 責任, 委任"
252,10737,取,ceoi2,"取締, 取消, 取代, 取材, 取決, 取捨, 取笑, 取悅, 取巧, 取長補短"
253,10714,據,geoi3,"據說, 盤據, 佔據, 據點, 證據, 收據"
254,10688,回,wui4,"回收, 回饋, 回家, 回來, 回答, 回應, 回合, 回憶, 回頭, 回復, 回絕, 回想, 回響, 回味, 回音, 回首, 回心轉意, 回頭是岸"
255,10647,給,kap1,"給予, 交給, 俸給, 配給, 家給, 供給"
256,10629,調,deu6,「調diu6」的異讀字
256,10629,調,diu6,"調任, 調查, 調換, 調動, 調集, 調號, 調撥, 調職, 調兵遣將, 調虎離山, 曲調, 音調, 格調, 腔調"
256,10629,調,tiu4,"調和, 調治, 調侃, 調配, 調唆, 調理, 調解, 調教, 調停, 調節, 調馴, 調劑, 調整, 調戲, 調脂弄粉, 調嘴學舌, 協調, 風調雨順"
257,10611,處,cyu2,"處士, 處女, 處方, 處分, 處世, 處決, 處理, 處暑, 處置, 處境, 處罰, 處之泰然, 處心積慮, 判處"
257,10611,處,cyu3,"處所, 用處, 好處, 住處, 長處"
257,10611,處,syu3,粵語用字
258,10590,隊,deoi6,"隊伍, 排隊, 成群結隊, 隊形, 隊長, 隊員, 隊友, 部隊, 團隊, 領隊, 列隊, 離隊, 掉隊, 軍隊, 球隊, 衛隊, 樂隊, 團隊精神"
258,10590,隊,zeoi6,同「墜」字
259,10543,南,naa1,南無
259,10543,南,naam4,"南方, 南部, 南面"
260,10477,色,sik1,"顏色, 喜色, 色彩, 色澤, 色調, 色素"
261,10427,光,gwong1,"光復, 光明, 光榮, 光輝, 光彩, 光線, 光臨"
262,10372,門,mun4,"門診, 門窗, 門票, 門市, 門檻, 門神, 門路, 門戶, 門面, 門牌, 門鈴, 門徒, 門外漢, 門廊, 門當戶對, 門生, 門派"
263,10355,即,zik1,"即將, 即日, 即時, 即刻, 即興, 即位, 立即, 若即若離"
264,10325,保,bou2,"保護, 保障, 保證, 保留, 保持, 保衛, 保密"
265,10309,治,ci4,"治家, 治國"
265,10309,治,zi6,"治下, 治本, 治世, 治安, 治兵, 治病, 治理, 治喪, 治裝, 治罪, 治標, 治學, 治療, 救治, 懲治"
266,10282,北,bak1,"北方, 敗北, 天南地北, 連戰皆北, 北斗星, 北極, 北迴歸線"
266,10282,北,bui3,通「背」字
267,10274,造,cou3,"造訪, 造詣, 造謁, 深造, 登峰造極"
267,10274,造,cou5,新造(廣東省地名)
267,10274,造,zou6,"造化, 造就, 造福, 造謠, 造次, 造化弄人, 創造, 筆參造化(文筆妙絕巔毫)"
268,10246,百,baak3,"百姓, 百貨, 百合, 百年樹人, 百無禁忌"
268,10246,百,mak6,勉力
269,10109,規,kwai1,"規矩, 規定, 規劃, 規模, 規則, 規條"
270,10075,熱,jit6,"熱鬧, 熱心, 熱情, 熱愛, 熱忱, 熱誠, 熱衷"
271,10071,領,leng5,「領ling5」的異讀字
271,10071,領,ling5,"領土, 領口, 領空, 領事, 領受, 領袖, 領悟, 領會, 領章, 領情, 領教, 領域, 領略, 領銜, 領導, 衣領, 率領"
272,10069,七,cat1,"七夕, 七情六慾, 七擒七縱, 七言律詩, 北斗七星, 七嘴八舌, 七零八落, 七竅, 七彩繽紛, 七孔生煙, 七步之才(1)數詞 (2)姓氏 "
273,9985,海,hoi2,"海峽, 海岸, 海洋, 海運, 海防, 海盜, 海濱, 海鮮, 海灣, 海灘, 海鷗, 海難, 海風, 海浪, 海港, 海員, 海景, 海闊天空"
274,9913,口,hau2,"口舌, 口角, 口味, 口琴, 口德, 口水"
275,9909,東,dung1,"東西, 東道主, 東瀛"
276,9901,導,dou6,"導師, 引導, 導火線, 導航, 導致, 導演, 導向, 導遊, 導電, 導體, 導源, 導出, 導熱, 導言, 導線, 導論, 導電性"
277,9863,器,hei3,"器材, 器具, 器官, 器物, 器械, 器皿, 器重, 器識, 器度"
278,9758,壓,aat3,"壓力, 壓迫, 壓制, 壓抑, 壓倒, 壓陣, 欺壓, 氣壓"
278,9758,壓,ngaat3,「壓aat3」的異讀字
279,9747,世,sai3,"世界, 世紀, 世俗, 世事, 遁世, 面世, 世間, 世事, 世局, 世態, 沒世難忘"
280,9728,金,gam1,"金融, 金額, 金錢, 金牌, 金屬, 金飾, 金價, 金庫, 金蘭, 金色, 金石, 金銀, 金幣, 金銀珠寶, 金條, 金塊, 金星, 金剛, 金榜, 金都, 金玉, 金陵, 金碧輝煌, 金瓜石, 金質, 金礦, 金黃, 金雞, 金榜題名"
281,9694,增,cang4,通「層」字
281,9694,增,zang1,"增加, 增進, 增多, 增強, 增值, 增長, 增減, 增援"
282,9649,爭,caang1,「爭zang1」的異讀字
282,9649,爭,zaang1,「爭zang1」的異讀字
282,9649,爭,zang1,"爭執, 戰爭, 爭權奪利, 爭吵, 爭鬥, 爭鳴, 爭議, 爭霸, 競爭, 爭風吃醋"
283,9631,濟,zai2,"濟南, 濟濟一堂"
283,9631,濟,zai3,"濟世, 經濟, 和衷共濟, 濟時, 濟貧, 接濟, 剛柔並濟, 緩不濟急"
284,9631,階,gaai1,"階段, 階層, 階級, 階梯"
285,9588,油,jau4,"油畫, 油田, 油漆, 油輪"
286,9583,思,si1,"思想, 構思, 思慕, 思忖, 思索, 思過, 思凡, 思維, 思潮, 思緒, 思慮, 思舊"
286,9583,思,si3,意思
286,9583,思,soi1,于思(鬍鬚濃密貌)
287,9567,術,seot6,"技術, 術士, 術語, 術數"
288,9554,極,gik6,"極端, 太極, 登峰造極, 極度, 極限, 極權, 極刑, 極點, 極致, 極品, 北極光"
289,9513,交,gaau1,"交通, 交易, 交流, 交換, 交給, 交付, 交代, 交往, 交頭接耳"
290,9502,受,sau6,"受傷, 受理, 受刑, 受害, 受難, 受益, 受訓, 受惠, 受騙, 受託, 受罰, 受雇, 受賄, 受辱, 受聘, 受驚, 受教, 受邀者, 受累, 受禮, 受業, 受洗, 受戒, 受苦受難, 受寵若驚, 受之無愧, 受款, 受精"
291,9456,幹,gon3,"幹部, 幹了, 主幹, 才幹"
291,9456,幹,hon4,(1)井欄 (2)井垣
292,9442,聯,lyun4,"聯合, 聯盟, 聯絡, 聯誼, 聯想, 聯袂, 聯結"
293,9387,認,jan6,「認jing6」的異讀字
293,9387,認,jing6,"認識, 認可, 認同, 認定, 認真, 公認, 承認"
294,9343,六,luk6,"六神無主, 七情六欲, 身懷六甲, 六藝, 六經, 六合, 六朝, 六書, 六根清靜, 六親不認, 六畜旺相"
295,9287,共,gung1,(1)通「恭」字 (2)通「供」字
295,9287,共,gung2,同「拱」字
295,9287,共,gung6,"共同, 公共, 患難與共, 共性, 共和國, 共和制, 總共, 共襄盛舉"
296,9231,權,kyun4,"權利, 權力, 特權, 兵權"
297,9203,收,sau1,"收入, 收費, 收購, 收獲, 沒收, 美不勝收"
298,9142,證,zing3,"證明, 證實, 證據, 證件, 證書, 證物, 證道, 證驗, 證悟"
299,9117,改,goi2,"改善, 改革, 改變, 改進, 改造, 改觀, 改正, 改弦易轍, 改頭換面, 改過自新, 改邪歸正"
300,9081,清,ceng1,「清cing1」的異讀字
300,9081,清,cing1,"清水, 澄清, 清明節, 清靜, 清潔, 清楚, 清廉"
301,9053,志,zi3,"志願, 鬥志, 志同道合, 志趣, 志向, 志氣, 志業, 志士, 志節, 立志, 勵志, 方言志, 地方志, 志在必得, 志得意滿, 澹泊明志, 凌雲壯志, 豪情壯志, 鴻鵠之志"
